train_number,line_direction_cid,direction_chinese,station_id,station_name,car_number_cn1,car_number_cn2,car1_congestion,car2_congestion,car3_congestion,car4_congestion,update_time,timestamp
"127,120",2,上行,BR14,大直,127,120,1,1,1,1,2025-07-15 19:42:00,2025-07-15 19:42:00
"9,4",2,上行,BR15,劍南路,9,4,2,1,1,1,2025-07-15 19:41:58,2025-07-15 19:41:58
"199,128",1,下行,BR12,中山國中,199,128,3,3,2,3,2025-07-15 19:41:46,2025-07-15 19:41:46
"181,186",1,下行,BR01,動物園,181,186,1,1,1,1,2025-07-15 19:41:39,2025-07-15 19:41:39
"151,138",2,上行,BR05,辛亥,151,138,1,1,1,1,2025-07-15 19:41:38,2025-07-15 19:41:38
"135,201",1,下行,BR22,東湖,135,201,2,2,1,1,2025-07-15 19:41:38,2025-07-15 19:41:38
"197,132",1,下行,BR18,文德,197,132,1,1,1,1,2025-07-15 19:41:37,2025-07-15 19:41:37
"39,40",1,下行,BR15,劍南路,39,40,2,2,2,2,2025-07-15 19:41:30,2025-07-15 19:41:30
"187,188",1,下行,BR13,松山機場,187,188,3,2,2,3,2025-07-15 19:41:22,2025-07-15 19:41:22
"37,38",1,下行,BR20,大湖公園,37,38,1,2,1,1,2025-07-15 19:41:22,2025-07-15 19:41:22
"149,154",2,上行,BR17,港漧,149,154,1,1,2,1,2025-07-15 19:41:21,2025-07-15 19:41:21
"7,32",1,下行,BR11,BR 南京復興,7,32,3,3,3,3,2025-07-15 19:41:16,2025-07-15 19:41:16
"127,120",2,上行,BR13,松山機場,127,120,2,1,2,2,2025-07-15 19:41:07,2025-07-15 19:41:07
"41,34",1,下行,BR14,大直,41,34,3,2,2,3,2025-07-15 19:41:01,2025-07-15 19:41:01
"137,200",2,上行,BR18,文德,137,200,2,1,1,1,2025-07-15 19:41:00,2025-07-15 19:41:00
"125,139",2,上行,BR19,內湖,125,139,1,1,2,1,2025-07-15 19:40:55,2025-07-15 19:40:55
"11,16",2,上行,BR08,科技大樓,11,16,1,1,1,2,2025-07-15 19:40:52,2025-07-15 19:40:52
"185,176",2,上行,BR06,麟光,185,176,1,1,1,1,2025-07-15 19:40:39,2025-07-15 19:40:39
"131,174",1,下行,BR10,BR 忠孝復興,131,174,2,2,2,2,2025-07-15 19:40:38,2025-07-15 19:40:38
"1,30",2,上行,BR03,萬芳社區,1,30,1,1,1,1,2025-07-15 19:40:37,2025-07-15 19:40:37
"157,112",1,下行,BR09,BR 大安,157,112,2,2,2,2,2025-07-15 19:40:35,2025-07-15 19:40:35
"103,194",1,下行,BR07,六張犁,103,194,3,3,1,1,2025-07-15 19:40:34,2025-07-15 19:40:34
"107,178",1,下行,BR04,萬芳醫院,107,178,2,2,1,1,2025-07-15 19:40:33,2025-07-15 19:40:33
"31,44",1,下行,BR05,辛亥,31,44,1,2,1,1,2025-07-15 19:40:32,2025-07-15 19:40:32
"175,190",2,上行,BR21,葫洲,175,190,1,1,1,1,2025-07-15 19:40:30,2025-07-15 19:40:30
"171,158",2,上行,BR09,BR 大安,171,158,1,1,1,2,2025-07-15 19:40:28,2025-07-15 19:40:28
"165,184",2,上行,BR22,東湖,165,184,1,1,1,1,2025-07-15 19:40:26,2025-07-15 19:40:26
"177,170",2,上行,BR10,BR 忠孝復興,177,170,1,1,1,1,2025-07-15 19:40:24,2025-07-15 19:40:24
"27,2",1,下行,BR17,港漧,27,2,2,1,1,1,2025-07-15 19:40:23,2025-07-15 19:40:23
"43,36",2,上行,BR24,BR 南港展覽館,43,36,1,1,1,1,2025-07-15 19:40:22,2025-07-15 19:40:22
"197,132",1,下行,BR19,內湖,197,132,1,1,1,1,2025-07-15 19:40:12,2025-07-15 19:40:12
"133,166",2,上行,BR07,六張犁,133,166,1,1,1,1,2025-07-15 19:40:10,2025-07-15 19:40:10
"109,140",2,上行,BR23,南港軟體園區,109,140,1,1,1,1,2025-07-15 19:39:55,2025-07-15 19:39:55
"121,164",2,上行,BR15,劍南路,121,164,1,1,1,2,2025-07-15 19:39:54,2025-07-15 19:39:54
"9,4",2,上行,BR14,大直,9,4,2,1,1,1,2025-07-15 19:39:54,2025-07-15 19:39:54
"129,198",1,下行,BR06,麟光,129,198,1,1,1,1,2025-07-15 19:39:51,2025-07-15 19:39:51
"193,136",2,上行,BR12,中山國中,193,136,2,1,2,1,2025-07-15 19:39:51,2025-07-15 19:39:51
"149,154",2,上行,BR16,西湖,149,154,1,1,1,1,2025-07-15 19:39:50,2025-07-15 19:39:50
"135,201",1,下行,BR23,南港軟體園區,135,201,2,2,1,1,2025-07-15 19:39:48,2025-07-15 19:39:48
"181,186",1,下行,BR02,木柵,181,186,1,1,1,1,2025-07-15 19:39:32,2025-07-15 19:39:32
"151,138",2,上行,BR04,萬芳醫院,151,138,1,1,1,1,2025-07-15 19:39:29,2025-07-15 19:39:29
"1,30",2,上行,BR02,木柵,1,30,1,1,1,1,2025-07-15 19:39:25,2025-07-15 19:39:25
"137,200",2,上行,BR17,港漧,137,200,1,1,1,1,2025-07-15 19:39:22,2025-07-15 19:39:22
"7,32",1,下行,BR12,中山國中,7,32,3,3,3,3,2025-07-15 19:39:13,2025-07-15 19:39:13
"125,139",2,上行,BR18,文德,125,139,1,1,2,2,2025-07-15 19:39:11,2025-07-15 19:39:11
"37,38",1,下行,BR21,葫洲,37,38,1,2,2,1,2025-07-15 19:39:05,2025-07-15 19:39:05
"39,40",1,下行,BR16,西湖,39,40,2,2,2,2,2025-07-15 19:39:04,2025-07-15 19:39:04
"41,34",1,下行,BR15,劍南路,41,34,3,2,2,3,2025-07-15 19:38:49,2025-07-15 19:38:49
"157,112",1,下行,BR10,BR 忠孝復興,157,112,2,2,2,2,2025-07-15 19:38:49,2025-07-15 19:38:49
"199,128",1,下行,BR13,松山機場,199,128,3,3,2,3,2025-07-15 19:38:46,2025-07-15 19:38:46
"115,162",2,上行,BR19,內湖,115,162,1,1,1,2,2025-07-15 19:38:43,2025-07-15 19:38:43
"127,120",2,上行,BR13,松山機場,127,120,1,1,2,1,2025-07-15 19:38:42,2025-07-15 19:38:42
"27,2",1,下行,BR18,文德,27,2,1,1,1,1,2025-07-15 19:38:37,2025-07-15 19:38:37
"171,158",2,上行,BR08,科技大樓,171,158,1,1,1,1,2025-07-15 19:38:37,2025-07-15 19:38:37
"133,166",2,上行,BR06,麟光,133,166,1,1,1,1,2025-07-15 19:38:31,2025-07-15 19:38:31
"111,142",1,下行,BR09,BR 大安,111,142,3,3,2,2,2025-07-15 19:38:30,2025-07-15 19:38:30
"165,184",2,上行,BR21,葫洲,165,184,1,1,1,1,2025-07-15 19:38:29,2025-07-15 19:38:29
"131,174",1,下行,BR11,BR 南京復興,131,174,2,2,2,3,2025-07-15 19:38:24,2025-07-15 19:38:24
"35,14",2,上行,BR24,BR 南港展覽館,35,14,1,1,1,1,2025-07-15 19:38:23,2025-07-15 19:38:23
"177,170",2,上行,BR09,BR 大安,177,170,1,1,1,1,2025-07-15 19:38:22,2025-07-15 19:38:22
"107,178",1,下行,BR05,辛亥,107,178,3,2,1,1,2025-07-15 19:38:19,2025-07-15 19:38:19
"181,186",1,下行,BR03,萬芳社區,181,186,1,1,1,1,2025-07-15 19:38:18,2025-07-15 19:38:18
"197,132",1,下行,BR20,大湖公園,197,132,1,1,1,1,2025-07-15 19:38:15,2025-07-15 19:38:15
"109,140",2,上行,BR22,東湖,109,140,1,1,1,1,2025-07-15 19:38:15,2025-07-15 19:38:15
"11,16",2,上行,BR07,六張犁,11,16,1,1,1,1,2025-07-15 19:38:14,2025-07-15 19:38:14
"129,198",1,下行,BR07,六張犁,129,198,1,1,1,1,2025-07-15 19:38:14,2025-07-15 19:38:14
"185,176",2,上行,BR05,辛亥,185,176,1,1,1,1,2025-07-15 19:38:14,2025-07-15 19:38:14
"193,136",2,上行,BR11,BR 南京復興,193,136,2,2,2,2,2025-07-15 19:38:13,2025-07-15 19:38:13
"43,36",2,上行,BR23,南港軟體園區,43,36,1,1,1,1,2025-07-15 19:38:11,2025-07-15 19:38:11
"9,4",2,上行,BR18,文德,9,4,1,1,1,1,2025-07-15 19:47:25,2025-07-15 19:47:25
"1,30",2,上行,BR06,麟光,1,30,1,1,1,1,2025-07-15 19:47:23,2025-07-15 19:47:23
"195,122",2,上行,BR03,萬芳社區,195,122,1,1,1,1,2025-07-15 19:47:21,2025-07-15 19:47:21
"39,40",1,下行,BR13,松山機場,39,40,2,2,3,2,2025-07-15 19:47:09,2025-07-15 19:47:09
"35,14",1,下行,BR24,BR 南港展覽館,35,14,2,1,1,1,2025-07-15 19:47:07,2025-07-15 19:47:07
"103,194",1,下行,BR04,萬芳醫院,103,194,2,2,1,1,2025-07-15 19:46:56,2025-07-15 19:46:56
"7,32",1,下行,BR08,科技大樓,7,32,2,2,2,2,2025-07-15 19:46:51,2025-07-15 19:46:51
"177,170",2,上行,BR13,松山機場,177,170,1,1,1,1,2025-07-15 19:46:51,2025-07-15 19:46:51
"129,198",1,下行,BR03,萬芳社區,129,198,1,1,1,1,2025-07-15 19:46:50,2025-07-15 19:46:50
"137,200",2,上行,BR21,葫洲,137,200,1,1,1,1,2025-07-15 19:46:50,2025-07-15 19:46:50
"133,166",2,上行,BR10,BR 忠孝復興,133,166,2,1,1,1,2025-07-15 19:46:48,2025-07-15 19:46:48
"11,16",2,上行,BR11,BR 南京復興,11,16,1,1,1,1,2025-07-15 19:46:43,2025-07-15 19:46:43
"185,176",2,上行,BR09,BR 大安,185,176,1,1,1,1,2025-07-15 19:46:43,2025-07-15 19:46:43
"27,2",1,下行,BR14,大直,27,2,2,1,2,2,2025-07-15 19:46:41,2025-07-15 19:46:41
"131,174",1,下行,BR07,六張犁,131,174,1,1,1,1,2025-07-15 19:46:41,2025-07-15 19:46:41
"175,190",2,上行,BR24,BR 南港展覽館,175,190,1,1,1,1,2025-07-15 19:46:35,2025-07-15 19:46:35
"37,38",1,下行,BR17,港漧,37,38,1,1,1,1,2025-07-15 19:46:29,2025-07-15 19:46:29
"187,188",1,下行,BR11,BR 南京復興,187,188,3,2,2,3,2025-07-15 19:46:20,2025-07-15 19:46:20
"157,112",1,下行,BR06,麟光,157,112,1,1,2,2,2025-07-15 19:46:17,2025-07-15 19:46:17
"5,20",1,下行,BR22,東湖,5,20,1,1,1,1,2025-07-15 19:46:15,2025-07-15 19:46:15
"195,122",2,上行,BR02,木柵,195,122,1,1,1,1,2025-07-15 19:46:13,2025-07-15 19:46:13
"193,136",2,上行,BR14,大直,193,136,1,1,2,1,2025-07-15 19:46:12,2025-07-15 19:46:12
"31,44",1,下行,BR02,木柵,31,44,1,1,1,1,2025-07-15 19:46:08,2025-07-15 19:46:08
"171,158",2,上行,BR12,中山國中,171,158,2,1,1,2,2025-07-15 19:46:05,2025-07-15 19:46:05
"199,128",1,下行,BR10,BR 忠孝復興,199,128,2,2,1,2,2025-07-15 19:45:58,2025-07-15 19:45:58
"191,126",2,上行,BR04,萬芳醫院,191,126,1,1,1,1,2025-07-15 19:45:58,2025-07-15 19:45:58
"9,4",2,上行,BR17,港漧,9,4,1,1,1,1,2025-07-15 19:45:47,2025-07-15 19:45:47
"135,201",1,下行,BR20,大湖公園,135,201,2,1,1,1,2025-07-15 19:45:46,2025-07-15 19:45:46
"151,138",2,上行,BR07,六張犁,151,138,1,1,1,1,2025-07-15 19:45:42,2025-07-15 19:45:42
"7,32",1,下行,BR09,BR 大安,7,32,3,2,2,2,2025-07-15 19:45:11,2025-07-15 19:45:11
"121,164",2,上行,BR18,文德,121,164,1,1,1,1,2025-07-15 19:45:11,2025-07-15 19:45:11
"197,132",1,下行,BR16,西湖,197,132,2,2,2,2,2025-07-15 19:45:01,2025-07-15 19:45:01
"1,30",2,上行,BR05,辛亥,1,30,1,1,1,1,2025-07-15 19:44:56,2025-07-15 19:44:56
"31,44",1,下行,BR03,萬芳社區,31,44,1,1,1,1,2025-07-15 19:44:55,2025-07-15 19:44:55
"185,176",2,上行,BR08,科技大樓,185,176,1,1,1,1,2025-07-15 19:44:52,2025-07-15 19:44:52
"165,184",2,上行,BR24,BR 南港展覽館,165,184,1,1,1,1,2025-07-15 19:44:50,2025-07-15 19:44:50
"11,16",2,上行,BR10,BR 忠孝復興,11,16,1,1,1,1,2025-07-15 19:44:44,2025-07-15 19:44:44
"149,154",2,上行,BR19,內湖,149,154,1,1,2,1,2025-07-15 19:44:43,2025-07-15 19:44:43
"37,38",1,下行,BR18,文德,37,38,1,1,1,1,2025-07-15 19:44:41,2025-07-15 19:44:41
"103,194",1,下行,BR05,辛亥,103,194,3,2,1,1,2025-07-15 19:44:41,2025-07-15 19:44:41
"157,112",1,下行,BR07,六張犁,157,112,1,1,1,2,2025-07-15 19:44:40,2025-07-15 19:44:40
"133,166",2,上行,BR09,BR 大安,133,166,1,1,1,1,2025-07-15 19:44:35,2025-07-15 19:44:35
"129,198",1,下行,BR04,萬芳醫院,129,198,1,1,1,1,2025-07-15 19:44:33,2025-07-15 19:44:33
"41,34",1,下行,BR13,松山機場,41,34,3,2,2,3,2025-07-15 19:44:30,2025-07-15 19:44:30
"27,2",1,下行,BR15,劍南路,27,2,2,1,1,2,2025-07-15 19:44:30,2025-07-15 19:44:30
"115,162",2,上行,BR22,東湖,115,162,1,1,2,2,2025-07-15 19:44:28,2025-07-15 19:44:28
"171,158",2,上行,BR11,BR 南京復興,171,158,2,1,1,2,2025-07-15 19:44:27,2025-07-15 19:44:27
"5,20",1,下行,BR23,南港軟體園區,5,20,1,1,1,1,2025-07-15 19:44:25,2025-07-15 19:44:25
"187,188",1,下行,BR12,中山國中,187,188,3,2,2,3,2025-07-15 19:44:23,2025-07-15 19:44:23
"137,200",2,上行,BR20,大湖公園,137,200,1,1,1,1,2025-07-15 19:44:19,2025-07-15 19:44:19
"9,4",2,上行,BR16,西湖,9,4,1,1,1,1,2025-07-15 19:44:16,2025-07-15 19:44:16
"175,190",2,上行,BR23,南港軟體園區,175,190,1,1,1,1,2025-07-15 19:44:16,2025-07-15 19:44:16
"127,120",2,上行,BR15,劍南路,127,120,2,1,1,1,2025-07-15 19:44:05,2025-07-15 19:44:05
"151,138",2,上行,BR06,麟光,151,138,1,1,1,1,2025-07-15 19:44:05,2025-07-15 19:44:05
"177,170",2,上行,BR12,中山國中,177,170,1,1,1,1,2025-07-15 19:44:02,2025-07-15 19:44:02
"131,174",1,下行,BR08,科技大樓,131,174,1,1,1,1,2025-07-15 19:44:01,2025-07-15 19:44:01
"111,142",1,下行,BR06,麟光,111,142,3,3,1,1,2025-07-15 19:44:01,2025-07-15 19:44:01
"191,126",2,上行,BR03,萬芳社區,191,126,1,1,1,1,2025-07-15 19:43:52,2025-07-15 19:43:52
"107,178",1,下行,BR02,木柵,107,178,1,1,1,1,2025-07-15 19:43:51,2025-07-15 19:43:51
"37,38",1,下行,BR19,內湖,37,38,1,1,1,1,2025-07-15 19:43:47,2025-07-15 19:43:47
"199,128",1,下行,BR11,BR 南京復興,199,128,3,2,2,2,2025-07-15 19:43:43,2025-07-15 19:43:43
"121,164",2,上行,BR17,港漧,121,164,1,1,1,1,2025-07-15 19:43:42,2025-07-15 19:43:42
"39,40",1,下行,BR14,大直,39,40,2,2,3,2,2025-07-15 19:43:40,2025-07-15 19:43:40
"7,32",1,下行,BR10,BR 忠孝復興,7,32,3,2,3,2,2025-07-15 19:43:26,2025-07-15 19:43:26
"197,132",1,下行,BR17,港漧,197,132,2,1,1,1,2025-07-15 19:43:23,2025-07-15 19:43:23
"135,201",1,下行,BR21,葫洲,135,201,1,1,1,1,2025-07-15 19:43:20,2025-07-15 19:43:20
"35,14",1,下行,BR21,葫洲,35,14,2,2,1,1,2025-07-15 19:52:25,2025-07-15 19:52:25
"151,138",2,上行,BR10,BR 忠孝復興,151,138,2,1,2,2,2025-07-15 19:52:20,2025-07-15 19:52:20
"185,176",2,上行,BR12,中山國中,185,176,2,1,1,2,2025-07-15 19:52:20,2025-07-15 19:52:20
"171,158",2,上行,BR14,大直,171,158,1,1,1,1,2025-07-15 19:52:12,2025-07-15 19:52:12
"177,170",2,上行,BR15,劍南路,177,170,1,1,1,1,2025-07-15 19:52:12,2025-07-15 19:52:12
"5,20",1,下行,BR19,內湖,5,20,1,1,1,1,2025-07-15 19:52:11,2025-07-15 19:52:11
"191,126",2,上行,BR07,六張犁,191,126,1,1,1,1,2025-07-15 19:52:11,2025-07-15 19:52:11
"39,40",1,下行,BR11,BR 南京復興,39,40,3,3,3,2,2025-07-15 19:52:09,2025-07-15 19:52:09
"193,136",2,上行,BR17,港漧,193,136,2,1,2,1,2025-07-15 19:52:05,2025-07-15 19:52:05
"199,128",1,下行,BR07,六張犁,199,128,1,1,1,1,2025-07-15 19:52:01,2025-07-15 19:52:01
"187,188",1,下行,BR08,科技大樓,187,188,2,2,2,2,2025-07-15 19:51:57,2025-07-15 19:51:57
"41,34",1,下行,BR10,BR 忠孝復興,41,34,3,2,2,3,2025-07-15 19:51:46,2025-07-15 19:51:46
"195,122",2,上行,BR05,辛亥,195,122,1,1,1,1,2025-07-15 19:51:43,2025-07-15 19:51:43
"1,30",2,上行,BR08,科技大樓,1,30,1,1,2,2,2025-07-15 19:51:41,2025-07-15 19:51:41
"175,190",1,下行,BR24,BR 南港展覽館,175,190,1,1,1,1,2025-07-15 19:51:33,2025-07-15 19:51:33
"107,178",2,上行,BR01,動物園,107,178,1,1,1,1,2025-07-15 19:51:33,2025-07-15 19:51:33
"103,194",1,下行,BR01,動物園,103,194,1,1,1,1,2025-07-15 19:51:27,2025-07-15 19:51:27
"127,120",2,上行,BR19,內湖,127,120,1,1,1,1,2025-07-15 19:51:15,2025-07-15 19:51:15
"11,16",2,上行,BR13,松山機場,11,16,1,1,1,1,2025-07-15 19:51:14,2025-07-15 19:51:14
"105,110",2,上行,BR15,劍南路,105,110,1,1,1,1,2025-07-15 19:50:58,2025-07-15 19:50:58
"157,112",1,下行,BR04,萬芳醫院,157,112,1,1,1,1,2025-07-15 19:50:58,2025-07-15 19:50:58
"135,201",1,下行,BR17,港漧,135,201,2,1,2,2,2025-07-15 19:50:57,2025-07-15 19:50:57
"7,32",1,下行,BR06,麟光,7,32,1,2,2,1,2025-07-15 19:50:56,2025-07-15 19:50:56
"131,174",1,下行,BR05,辛亥,131,174,1,1,1,1,2025-07-15 19:50:47,2025-07-15 19:50:47
"9,4",2,上行,BR20,大湖公園,9,4,1,1,1,1,2025-07-15 19:50:47,2025-07-15 19:50:47
"191,126",2,上行,BR06,麟光,191,126,1,1,1,1,2025-07-15 19:50:44,2025-07-15 19:50:44
"185,176",2,上行,BR11,BR 南京復興,185,176,2,1,1,2,2025-07-15 19:50:42,2025-07-15 19:50:42
"35,14",1,下行,BR22,東湖,35,14,2,2,1,1,2025-07-15 19:50:42,2025-07-15 19:50:42
"149,154",2,上行,BR22,東湖,149,154,1,1,1,1,2025-07-15 19:50:41,2025-07-15 19:50:41
"37,38",1,下行,BR15,劍南路,37,38,2,3,3,2,2025-07-15 19:50:35,2025-07-15 19:50:35
"193,136",2,上行,BR16,西湖,193,136,1,1,2,1,2025-07-15 19:50:33,2025-07-15 19:50:33
"5,20",1,下行,BR20,大湖公園,5,20,1,1,1,1,2025-07-15 19:50:25,2025-07-15 19:50:25
"133,166",2,上行,BR12,中山國中,133,166,1,1,1,1,2025-07-15 19:50:25,2025-07-15 19:50:25
"137,200",2,上行,BR23,南港軟體園區,137,200,1,1,1,1,2025-07-15 19:50:24,2025-07-15 19:50:24
"187,188",1,下行,BR09,BR 大安,187,188,2,2,2,2,2025-07-15 19:50:18,2025-07-15 19:50:18
"39,40",1,下行,BR12,中山國中,39,40,3,2,3,3,2025-07-15 19:50:12,2025-07-15 19:50:12
"151,138",2,上行,BR09,BR 大安,151,138,1,1,2,2,2025-07-15 19:50:10,2025-07-15 19:50:10
"27,2",1,下行,BR13,松山機場,27,2,2,1,2,3,2025-07-15 19:50:10,2025-07-15 19:50:10
"177,170",2,上行,BR14,大直,177,170,1,1,1,1,2025-07-15 19:50:08,2025-07-15 19:50:08
"129,198",1,下行,BR01,動物園,129,198,1,1,1,1,2025-07-15 19:49:59,2025-07-15 19:49:59
"197,132",1,下行,BR14,大直,197,132,3,3,2,2,2025-07-15 19:49:46,2025-07-15 19:49:46
"199,128",1,下行,BR08,科技大樓,199,128,1,1,1,1,2025-07-15 19:49:33,2025-07-15 19:49:33
"41,34",1,下行,BR11,BR 南京復興,41,34,3,2,2,3,2025-07-15 19:49:32,2025-07-15 19:49:32
"195,122",2,上行,BR04,萬芳醫院,195,122,1,1,1,1,2025-07-15 19:49:32,2025-07-15 19:49:32
"111,142",1,下行,BR04,萬芳醫院,111,142,1,1,1,1,2025-07-15 19:49:21,2025-07-15 19:49:21
"105,110",2,上行,BR14,大直,105,110,2,1,1,1,2025-07-15 19:49:21,2025-07-15 19:49:21
"7,32",1,下行,BR07,六張犁,7,32,1,2,2,1,2025-07-15 19:49:19,2025-07-15 19:49:19
"135,201",1,下行,BR18,文德,135,201,1,1,1,1,2025-07-15 19:49:19,2025-07-15 19:49:19
"1,30",2,上行,BR07,六張犁,1,30,1,1,1,1,2025-07-15 19:49:03,2025-07-15 19:49:03
"149,154",2,上行,BR21,葫洲,149,154,1,1,1,1,2025-07-15 19:49:00,2025-07-15 19:49:00
"103,194",1,下行,BR03,萬芳社區,103,194,2,2,1,1,2025-07-15 19:48:58,2025-07-15 19:48:58
"171,158",2,上行,BR13,松山機場,171,158,2,1,1,2,2025-07-15 19:48:54,2025-07-15 19:48:54
"35,14",1,下行,BR23,南港軟體園區,35,14,3,2,1,1,2025-07-15 19:48:51,2025-07-15 19:48:51
"157,112",1,下行,BR05,辛亥,157,112,1,1,1,2,2025-07-15 19:48:48,2025-07-15 19:48:48
"133,166",2,上行,BR11,BR 南京復興,133,166,2,1,1,1,2025-07-15 19:48:47,2025-07-15 19:48:47
"185,176",2,上行,BR10,BR 忠孝復興,185,176,2,1,1,2,2025-07-15 19:48:44,2025-07-15 19:48:44
"137,200",2,上行,BR22,東湖,137,200,1,1,1,1,2025-07-15 19:48:38,2025-07-15 19:48:38
"187,188",1,下行,BR10,BR 忠孝復興,187,188,2,2,2,2,2025-07-15 19:48:33,2025-07-15 19:48:33
"151,138",2,上行,BR08,科技大樓,151,138,1,1,1,2,2025-07-15 19:48:30,2025-07-15 19:48:30
"11,16",2,上行,BR12,中山國中,11,16,1,1,1,1,2025-07-15 19:48:21,2025-07-15 19:48:21
"131,174",1,下行,BR06,麟光,131,174,1,1,1,2,2025-07-15 19:48:19,2025-07-15 19:48:19
"191,126",2,上行,BR05,辛亥,191,126,1,1,1,1,2025-07-15 19:48:17,2025-07-15 19:48:17
"193,136",2,上行,BR15,劍南路,193,136,1,1,2,1,2025-07-15 19:48:16,2025-07-15 19:48:16
"5,20",1,下行,BR21,葫洲,5,20,1,1,1,1,2025-07-15 19:48:09,2025-07-15 19:48:09
"37,38",1,下行,BR16,西湖,37,38,2,2,2,2,2025-07-15 19:48:09,2025-07-15 19:48:09
"27,2",1,下行,BR10,BR 忠孝復興,27,2,2,2,2,2,2025-07-15 19:57:27,2025-07-15 19:57:27
"129,198",2,上行,BR03,萬芳社區,129,198,1,1,1,1,2025-07-15 19:57:27,2025-07-15 19:57:27
"35,14",1,下行,BR19,內湖,35,14,1,1,1,1,2025-07-15 19:57:21,2025-07-15 19:57:21
"135,201",1,下行,BR14,大直,135,201,3,3,3,3,2025-07-15 19:57:15,2025-07-15 19:57:15
"5,20",1,下行,BR16,西湖,5,20,3,1,3,3,2025-07-15 19:57:12,2025-07-15 19:57:12
"9,4",2,上行,BR23,南港軟體園區,9,4,1,1,1,1,2025-07-15 19:57:01,2025-07-15 19:57:01
"175,190",1,下行,BR21,葫洲,175,190,1,1,1,1,2025-07-15 19:56:50,2025-07-15 19:56:50
"191,126",2,上行,BR09,BR 大安,191,126,1,1,1,1,2025-07-15 19:56:49,2025-07-15 19:56:49
"11,16",2,上行,BR15,劍南路,11,16,1,1,1,1,2025-07-15 19:56:36,2025-07-15 19:56:36
"133,166",2,上行,BR14,大直,133,166,1,1,1,1,2025-07-15 19:56:32,2025-07-15 19:56:32
"171,158",2,上行,BR16,西湖,171,158,1,1,2,1,2025-07-15 19:56:31,2025-07-15 19:56:31
"131,174",1,下行,BR02,木柵,131,174,1,1,1,1,2025-07-15 19:56:19,2025-07-15 19:56:19
"121,164",2,上行,BR24,BR 南港展覽館,121,164,1,1,1,1,2025-07-15 19:56:16,2025-07-15 19:56:16
"183,118",1,下行,BR24,BR 南港展覽館,183,118,1,3,1,1,2025-07-15 19:56:15,2025-07-15 19:56:15
"37,38",1,下行,BR13,松山機場,37,38,2,3,3,2,2025-07-15 19:56:15,2025-07-15 19:56:15
"129,198",2,上行,BR02,木柵,129,198,1,1,1,1,2025-07-15 19:56:14,2025-07-15 19:56:14
"197,132",1,下行,BR12,中山國中,197,132,3,3,2,3,2025-07-15 19:56:13,2025-07-15 19:56:13
"107,178",2,上行,BR04,萬芳醫院,107,178,1,1,1,1,2025-07-15 19:56:10,2025-07-15 19:56:10
"39,40",1,下行,BR09,BR 大安,39,40,3,2,2,2,2025-07-15 19:56:08,2025-07-15 19:56:08
"199,128",1,下行,BR05,辛亥,199,128,1,1,1,1,2025-07-15 19:56:08,2025-07-15 19:56:08
"187,188",1,下行,BR06,麟光,187,188,1,1,1,2,2025-07-15 19:56:00,2025-07-15 19:56:00
"177,170",2,上行,BR17,港漧,177,170,1,1,1,1,2025-07-15 19:55:59,2025-07-15 19:55:59
"151,138",2,上行,BR12,中山國中,151,138,2,2,2,2,2025-07-15 19:55:48,2025-07-15 19:55:48
"7,32",1,下行,BR04,萬芳醫院,7,32,1,1,1,1,2025-07-15 19:55:43,2025-07-15 19:55:43
"1,30",2,上行,BR10,BR 忠孝復興,1,30,2,1,1,2,2025-07-15 19:55:34,2025-07-15 19:55:34
"195,122",2,上行,BR07,六張犁,195,122,1,1,1,1,2025-07-15 19:55:33,2025-07-15 19:55:33
"5,20",1,下行,BR17,港漧,5,20,2,1,2,2,2025-07-15 19:55:33,2025-07-15 19:55:33
"193,136",2,上行,BR19,內湖,193,136,1,1,1,1,2025-07-15 19:55:29,2025-07-15 19:55:29
"27,2",1,下行,BR11,BR 南京復興,27,2,2,1,2,3,2025-07-15 19:55:12,2025-07-15 19:55:12
"41,34",1,下行,BR08,科技大樓,41,34,2,2,1,2,2025-07-15 19:55:12,2025-07-15 19:55:12
"111,142",2,上行,BR01,動物園,111,142,1,1,1,1,2025-07-15 19:55:10,2025-07-15 19:55:10
"185,176",2,上行,BR13,松山機場,185,176,2,1,1,2,2025-07-15 19:55:09,2025-07-15 19:55:09
"175,190",1,下行,BR22,東湖,175,190,1,1,1,1,2025-07-15 19:55:07,2025-07-15 19:55:07
"131,174",1,下行,BR03,萬芳社區,131,174,1,1,1,1,2025-07-15 19:55:06,2025-07-15 19:55:06
"135,201",1,下行,BR15,劍南路,135,201,3,3,3,3,2025-07-15 19:55:06,2025-07-15 19:55:06
"9,4",2,上行,BR22,東湖,9,4,1,1,1,1,2025-07-15 19:55:06,2025-07-15 19:55:06
"149,154",2,上行,BR24,BR 南港展覽館,149,154,1,1,1,1,2025-07-15 19:54:58,2025-07-15 19:54:58
"35,14",1,下行,BR20,大湖公園,35,14,2,2,1,1,2025-07-15 19:54:52,2025-07-15 19:54:52
"191,126",2,上行,BR08,科技大樓,191,126,1,1,1,2,2025-07-15 19:54:45,2025-07-15 19:54:45
"121,164",2,上行,BR23,南港軟體園區,121,164,1,1,1,1,2025-07-15 19:54:37,2025-07-15 19:54:37
"129,198",2,上行,BR01,動物園,129,198,1,1,1,1,2025-07-15 19:54:37,2025-07-15 19:54:37
